population_size;mutation_chance;crossover;selection;fitness;iterations;result
100;0,4;OX;tournament;6580;867;[63, 42, 59, 47, 95, 15, 30, 12, 43, 20, 7, 62, 45, 80, 78, 11, 16, 77, 2, 82, 57, 99, 79, 22, 89, 92, 28, 38, 68, 81, 93, 50, 65, 40, 55, 69, 74, 24, 54, 75, 61, 84, 76, 23, 60, 66, 4, 41, 25, 86, 94, 18, 90, 21, 39, 46, 48, 88, 31, 70, 97, 6, 37, 3, 58, 10, 67, 14, 49, 73, 29, 17, 34, 56, 8, 5, 87, 83, 52, 32, 9, 19, 53, 44, 51, 33, 100, 13, 96, 27, 85, 1, 26, 98, 64, 35, 36, 71, 72, 91]
20;0,4;PMX;roulette;6709;1023;[43, 15, 7, 78, 42, 16, 46, 70, 48, 81, 55, 95, 11, 60, 63, 57, 75, 37, 65, 17, 26, 24, 51, 19, 94, 41, 58, 50, 88, 28, 90, 45, 76, 89, 12, 80, 97, 40, 44, 3, 53, 77, 36, 68, 79, 82, 2, 64, 10, 74, 49, 35, 72, 29, 38, 23, 21, 62, 93, 84, 47, 33, 67, 39, 14, 92, 91, 32, 61, 27, 31, 20, 9, 59, 71, 69, 73, 85, 99, 18, 56, 4, 22, 52, 30, 87, 13, 86, 54, 66, 25, 96, 83, 8, 1, 5, 6, 34, 100, 98]
40;0,4;PMX;roulette;6731;1321;[19, 84, 45, 59, 26, 78, 47, 69, 41, 65, 50, 100, 40, 14, 75, 94, 24, 43, 61, 81, 37, 83, 77, 92, 63, 38, 55, 74, 88, 28, 25, 96, 73, 80, 89, 53, 21, 20, 97, 34, 68, 30, 86, 7, 44, 11, 12, 33, 57, 29, 15, 71, 76, 18, 17, 42, 82, 56, 2, 23, 66, 90, 58, 27, 72, 9, 52, 10, 95, 87, 3, 8, 13, 46, 99, 60, 93, 1, 31, 91, 49, 5, 54, 4, 6, 39, 35, 51, 22, 85, 62, 36, 67, 79, 48, 70, 16, 32, 98, 64]
80;0,4;PMX;roulette;6763;397;[88, 33, 62, 70, 75, 96, 7, 41, 21, 4, 90, 81, 19, 12, 97, 43, 15, 30, 40, 80, 13, 65, 51, 6, 25, 3, 47, 31, 26, 22, 82, 20, 95, 63, 17, 55, 10, 38, 73, 54, 78, 77, 67, 48, 45, 79, 46, 61, 59, 8, 58, 68, 49, 85, 60, 56, 1, 42, 74, 2, 99, 28, 64, 93, 35, 36, 39, 5, 89, 32, 66, 14, 29, 98, 69, 84, 86, 50, 18, 44, 92, 76, 27, 57, 71, 24, 100, 23, 9, 16, 37, 53, 94, 91, 87, 11, 52, 72, 83, 34]
100;0,4;PMX;roulette;6740;488;[48, 33, 43, 60, 80, 37, 78, 27, 81, 9, 54, 96, 95, 7, 26, 51, 25, 57, 79, 3, 88, 58, 75, 84, 65, 62, 47, 22, 83, 12, 46, 68, 42, 50, 41, 45, 56, 70, 39, 53, 4, 44, 61, 59, 38, 2, 74, 99, 40, 86, 20, 90, 10, 15, 77, 23, 73, 94, 19, 89, 82, 34, 29, 30, 16, 69, 32, 36, 67, 92, 100, 35, 87, 21, 76, 63, 8, 64, 66, 55, 85, 31, 14, 28, 24, 6, 93, 97, 17, 52, 18, 1, 13, 71, 49, 11, 98, 5, 91, 72]
20;0,4;PMX;tournament;6689;1502;[37, 81, 63, 48, 92, 89, 60, 86, 41, 58, 51, 12, 100, 5, 95, 42, 74, 21, 78, 54, 40, 47, 87, 7, 67, 79, 2, 75, 68, 16, 15, 45, 80, 69, 10, 23, 43, 61, 29, 85, 77, 88, 1, 6, 38, 35, 11, 4, 90, 13, 20, 17, 55, 34, 30, 19, 65, 25, 26, 53, 3, 57, 22, 82, 73, 59, 72, 71, 39, 84, 64, 94, 76, 83, 14, 99, 18, 33, 98, 44, 97, 36, 62, 32, 27, 9, 50, 46, 52, 56, 24, 66, 96, 28, 70, 31, 49, 91, 8, 93]
40;0,4;PMX;tournament;6604;1014;[42, 15, 50, 19, 16, 60, 78, 61, 4, 81, 41, 95, 1, 21, 80, 62, 84, 37, 97, 11, 79, 64, 40, 43, 12, 44, 30, 20, 74, 13, 56, 76, 6, 34, 67, 47, 22, 54, 65, 73, 66, 90, 63, 86, 59, 94, 8, 83, 87, 9, 10, 68, 85, 77, 2, 96, 7, 58, 46, 39, 3, 99, 14, 89, 17, 29, 53, 18, 24, 48, 35, 23, 38, 5, 92, 28, 33, 51, 72, 31, 45, 36, 71, 70, 27, 49, 57, 100, 91, 25, 82, 75, 55, 26, 32, 52, 69, 93, 88, 98]
80;0,4;PMX;tournament;6574;1351;[60, 42, 66, 95, 47, 90, 74, 43, 88, 15, 68, 16, 46, 78, 54, 4, 19, 63, 96, 2, 81, 41, 97, 26, 59, 65, 30, 33, 49, 56, 67, 58, 62, 5, 89, 80, 94, 18, 76, 83, 64, 12, 84, 37, 70, 8, 13, 21, 24, 71, 28, 77, 14, 57, 25, 86, 40, 7, 53, 32, 93, 50, 82, 69, 38, 87, 73, 11, 23, 61, 20, 27, 1, 9, 39, 45, 6, 29, 44, 99, 36, 17, 10, 75, 55, 92, 35, 22, 98, 34, 79, 51, 48, 3, 85, 31, 52, 100, 72, 91]
100;0,4;PMX;tournament;6656;1288;[15, 37, 96, 26, 10, 39, 5, 51, 16, 40, 43, 62, 74, 2, 23, 66, 4, 50, 9, 19, 94, 44, 89, 12, 81, 84, 33, 95, 27, 29, 13, 61, 99, 97, 63, 79, 41, 82, 53, 86, 92, 77, 55, 11, 60, 38, 70, 21, 100, 25, 68, 47, 30, 73, 64, 65, 20, 76, 85, 49, 59, 80, 46, 78, 35, 90, 3, 57, 58, 88, 75, 54, 36, 31, 22, 32, 83, 18, 14, 24, 42, 45, 87, 28, 8, 6, 67, 71, 93, 98, 69, 7, 56, 17, 52, 48, 1, 34, 72, 91]
20;0,6;OX;roulette;6751;775;[37, 50, 19, 51, 54, 4, 80, 16, 15, 12, 41, 47, 44, 66, 58, 21, 62, 43, 1, 87, 61, 32, 31, 88, 20, 34, 17, 79, 39, 82, 63, 95, 46, 69, 56, 97, 26, 90, 93, 24, 35, 84, 23, 57, 65, 9, 83, 81, 74, 11, 6, 60, 29, 85, 30, 94, 18, 76, 7, 49, 14, 22, 13, 73, 27, 42, 78, 33, 99, 68, 2, 25, 100, 86, 92, 38, 48, 59, 53, 40, 28, 77, 55, 71, 5, 72, 98, 75, 52, 89, 45, 3, 64, 10, 67, 91, 36, 96, 70, 8]
40;0,6;OX;roulette;6606;2271;[48, 95, 12, 37, 79, 64, 89, 2, 60, 78, 82, 61, 10, 38, 63, 23, 62, 15, 55, 43, 22, 81, 46, 3, 97, 41, 21, 4, 80, 87, 14, 88, 30, 31, 19, 47, 74, 5, 85, 51, 77, 49, 57, 33, 16, 66, 29, 59, 25, 90, 94, 86, 71, 7, 39, 83, 92, 17, 52, 1, 9, 35, 75, 20, 68, 6, 50, 54, 96, 27, 76, 65, 70, 56, 69, 36, 11, 42, 26, 58, 34, 53, 24, 40, 99, 73, 84, 8, 91, 13, 44, 67, 32, 28, 18, 45, 100, 93, 72, 98]
80;0,6;OX;roulette;6734;924;[47, 59, 19, 86, 96, 43, 46, 68, 63, 13, 55, 51, 20, 62, 11, 17, 42, 89, 39, 57, 60, 88, 80, 30, 95, 8, 58, 61, 15, 23, 12, 4, 14, 28, 38, 72, 94, 75, 33, 71, 7, 10, 24, 90, 37, 79, 3, 87, 70, 2, 5, 85, 69, 27, 77, 54, 18, 6, 16, 92, 35, 93, 40, 83, 25, 34, 73, 29, 78, 53, 41, 50, 49, 22, 31, 81, 56, 21, 76, 74, 82, 100, 97, 36, 65, 26, 1, 99, 44, 98, 52, 67, 32, 9, 84, 91, 45, 66, 48, 64]
100;0,6;OX;roulette;6825;385;[48, 2, 30, 82, 50, 43, 81, 22, 63, 38, 40, 32, 17, 45, 11, 77, 86, 85, 39, 20, 65, 5, 89, 49, 68, 14, 29, 41, 60, 51, 70, 73, 74, 80, 25, 1, 21, 76, 75, 42, 31, 18, 44, 33, 97, 84, 15, 9, 94, 55, 69, 99, 66, 92, 24, 83, 19, 34, 47, 7, 36, 62, 27, 71, 13, 28, 64, 95, 54, 56, 90, 79, 59, 87, 3, 23, 6, 46, 4, 57, 37, 91, 26, 58, 16, 53, 78, 61, 96, 88, 72, 8, 10, 100, 98, 12, 67, 35, 52, 93]
20;0,6;OX;tournament;6608;1779;[88, 78, 24, 43, 55, 96, 74, 2, 11, 15, 16, 90, 81, 100, 95, 1, 94, 33, 75, 62, 47, 77, 41, 53, 60, 61, 65, 76, 37, 70, 25, 39, 46, 54, 63, 17, 3, 79, 59, 10, 14, 85, 21, 26, 87, 99, 93, 23, 31, 6, 84, 18, 86, 92, 68, 83, 4, 89, 12, 71, 32, 42, 57, 50, 73, 66, 82, 34, 20, 22, 29, 38, 45, 69, 27, 19, 51, 5, 56, 80, 28, 30, 35, 49, 40, 64, 58, 91, 97, 7, 48, 13, 8, 9, 44, 36, 67, 72, 98, 52]
40;0,6;OX;tournament;6604;1225;[15, 43, 89, 24, 41, 50, 51, 6, 34, 60, 65, 44, 80, 11, 95, 32, 5, 54, 63, 90, 75, 81, 37, 88, 10, 77, 25, 53, 4, 86, 2, 13, 79, 94, 78, 36, 97, 47, 66, 52, 62, 58, 85, 26, 19, 9, 84, 20, 12, 38, 56, 14, 27, 74, 92, 49, 16, 61, 1, 59, 70, 71, 30, 99, 57, 40, 68, 48, 46, 29, 45, 39, 67, 82, 73, 42, 100, 23, 22, 69, 55, 87, 21, 31, 28, 96, 76, 83, 93, 17, 7, 3, 35, 64, 8, 33, 18, 98, 72, 91]
80;0,6;OX;tournament;6608;1135;[15, 81, 37, 2, 7, 38, 43, 74, 90, 75, 56, 16, 11, 44, 4, 95, 100, 86, 99, 77, 46, 1, 59, 3, 24, 71, 84, 80, 45, 89, 93, 97, 42, 23, 68, 51, 61, 60, 6, 70, 94, 30, 33, 65, 25, 18, 14, 39, 57, 31, 88, 83, 10, 73, 29, 79, 48, 87, 20, 55, 32, 64, 54, 26, 13, 41, 53, 58, 21, 63, 28, 19, 67, 27, 12, 36, 8, 49, 66, 69, 17, 92, 40, 47, 50, 85, 62, 96, 52, 76, 78, 9, 35, 22, 82, 5, 98, 34, 72, 91]
100;0,6;OX;tournament;6587;1582;[43, 50, 78, 42, 54, 24, 64, 65, 26, 33, 63, 59, 19, 6, 68, 83, 31, 41, 82, 12, 51, 90, 38, 79, 94, 37, 1, 70, 27, 92, 17, 86, 22, 20, 14, 71, 56, 2, 95, 74, 25, 47, 73, 57, 89, 58, 93, 3, 45, 81, 80, 60, 39, 46, 21, 15, 16, 32, 23, 61, 97, 30, 4, 53, 11, 96, 48, 69, 52, 72, 29, 76, 75, 87, 85, 77, 99, 28, 40, 34, 49, 67, 36, 84, 13, 8, 88, 7, 5, 10, 44, 62, 66, 55, 100, 9, 35, 18, 91, 98]
20;0,6;PMX;roulette;6619;1017;[50, 33, 65, 60, 46, 89, 4, 78, 48, 74, 43, 68, 2, 51, 22, 30, 80, 21, 25, 41, 88, 79, 67, 42, 31, 70, 56, 44, 97, 47, 90, 12, 15, 69, 36, 59, 77, 99, 11, 38, 1, 28, 19, 23, 27, 76, 54, 64, 94, 73, 7, 95, 86, 87, 34, 66, 32, 39, 29, 13, 17, 14, 3, 71, 81, 82, 8, 75, 61, 57, 16, 20, 63, 10, 5, 6, 40, 84, 62, 53, 18, 24, 45, 35, 83, 58, 9, 55, 96, 85, 37, 93, 26, 92, 100, 52, 98, 49, 72, 91]
40;0,6;PMX;roulette;6616;1499;[42, 81, 63, 41, 65, 97, 29, 94, 78, 15, 64, 54, 48, 95, 25, 2, 23, 45, 62, 24, 40, 47, 70, 61, 46, 16, 74, 88, 28, 89, 43, 79, 19, 84, 71, 76, 11, 58, 27, 100, 13, 93, 53, 75, 17, 85, 57, 21, 60, 52, 26, 99, 10, 7, 77, 51, 33, 49, 12, 44, 80, 30, 69, 86, 68, 6, 90, 50, 38, 92, 35, 39, 31, 83, 59, 20, 9, 4, 56, 14, 72, 8, 55, 82, 32, 3, 22, 67, 73, 66, 37, 36, 18, 1, 98, 96, 87, 5, 34, 91]
80;0,6;PMX;roulette;6783;633;[47, 7, 41, 4, 37, 89, 42, 31, 27, 65, 59, 83, 2, 77, 1, 22, 82, 79, 67, 6, 50, 14, 61, 20, 75, 68, 30, 71, 39, 94, 62, 16, 80, 81, 93, 21, 15, 57, 43, 74, 78, 97, 36, 76, 10, 19, 88, 28, 56, 60, 12, 49, 33, 32, 29, 9, 99, 87, 11, 38, 66, 24, 55, 44, 58, 100, 84, 40, 17, 95, 3, 25, 86, 70, 23, 63, 5, 46, 90, 51, 54, 69, 72, 26, 91, 13, 48, 98, 96, 85, 34, 35, 18, 53, 73, 52, 64, 92, 45, 8]
100;0,6;PMX;roulette;6609;595;[15, 81, 16, 89, 92, 50, 41, 45, 80, 48, 38, 13, 95, 43, 79, 96, 57, 34, 8, 11, 23, 12, 37, 86, 7, 29, 46, 4, 22, 32, 24, 54, 77, 61, 20, 90, 51, 44, 94, 76, 68, 6, 58, 83, 64, 67, 93, 63, 21, 99, 74, 17, 33, 1, 60, 26, 36, 25, 5, 56, 42, 70, 40, 2, 73, 65, 39, 82, 55, 87, 9, 10, 3, 85, 27, 62, 69, 35, 59, 88, 47, 28, 19, 14, 71, 53, 84, 18, 49, 30, 75, 97, 100, 31, 52, 78, 66, 72, 91, 98]
20;0,6;PMX;tournament;6628;2237;[15, 37, 47, 60, 77, 55, 41, 65, 43, 22, 46, 50, 82, 29, 97, 45, 2, 56, 87, 59, 62, 86, 7, 95, 4, 57, 26, 9, 10, 74, 23, 90, 51, 39, 31, 36, 73, 61, 25, 16, 66, 20, 33, 14, 30, 75, 12, 19, 84, 49, 93, 88, 42, 54, 79, 81, 99, 28, 72, 24, 80, 94, 11, 78, 85, 76, 63, 48, 38, 18, 13, 5, 34, 58, 83, 3, 68, 17, 53, 6, 40, 64, 27, 71, 69, 89, 70, 21, 1, 92, 44, 100, 67, 52, 8, 32, 35, 96, 91, 98]
40;0,6;PMX;tournament;6639;535;[15, 41, 81, 43, 62, 12, 60, 19, 7, 5, 16, 95, 65, 46, 68, 25, 96, 89, 20, 59, 13, 61, 94, 63, 38, 10, 47, 75, 40, 84, 86, 22, 97, 37, 27, 42, 29, 77, 39, 23, 58, 87, 90, 24, 71, 11, 73, 56, 44, 50, 88, 74, 76, 55, 18, 64, 67, 4, 32, 33, 57, 35, 8, 21, 2, 70, 31, 92, 9, 85, 30, 28, 78, 80, 6, 54, 14, 17, 83, 34, 52, 79, 49, 99, 66, 82, 3, 53, 26, 45, 48, 69, 36, 51, 93, 1, 72, 100, 98, 91]
80;0,6;PMX;tournament;6529;1891;[37, 63, 41, 60, 46, 33, 43, 15, 51, 90, 81, 80, 21, 44, 62, 50, 40, 77, 88, 30, 49, 47, 45, 53, 89, 16, 65, 70, 54, 95, 73, 100, 13, 28, 59, 38, 68, 56, 42, 86, 11, 4, 12, 87, 75, 3, 76, 97, 26, 58, 55, 84, 29, 17, 19, 14, 2, 83, 61, 24, 78, 92, 94, 57, 82, 34, 39, 48, 96, 36, 32, 99, 22, 79, 69, 52, 67, 23, 6, 25, 10, 74, 64, 85, 8, 1, 7, 93, 5, 71, 27, 91, 31, 9, 35, 20, 18, 72, 66, 98]
100;0,6;PMX;tournament;6566;1113;[43, 74, 47, 7, 90, 95, 78, 54, 2, 50, 15, 80, 12, 96, 51, 41, 4, 46, 59, 33, 1, 89, 38, 60, 61, 62, 81, 39, 13, 87, 10, 44, 99, 18, 49, 25, 88, 32, 77, 14, 29, 17, 21, 48, 40, 75, 94, 34, 68, 65, 28, 73, 56, 16, 22, 86, 8, 42, 70, 97, 19, 83, 66, 92, 55, 26, 23, 30, 63, 100, 35, 76, 58, 53, 45, 82, 79, 3, 31, 27, 6, 67, 9, 57, 93, 84, 71, 69, 37, 24, 64, 20, 11, 5, 91, 36, 98, 85, 72, 52]
20;0,8;OX;roulette;6667;989;[24, 47, 88, 15, 63, 64, 46, 7, 16, 41, 33, 12, 2, 55, 43, 10, 4, 19, 99, 74, 51, 49, 89, 100, 79, 13, 37, 59, 34, 86, 90, 85, 60, 1, 11, 68, 80, 30, 75, 92, 58, 28, 57, 36, 14, 84, 77, 93, 21, 69, 50, 20, 61, 65, 76, 78, 95, 70, 44, 23, 66, 91, 56, 48, 31, 94, 6, 67, 8, 54, 32, 22, 9, 81, 25, 83, 3, 45, 39, 40, 71, 27, 73, 38, 97, 87, 42, 35, 96, 52, 82, 53, 29, 62, 17, 72, 26, 5, 18, 98]
40;0,8;OX;roulette;6638;1376;[96, 59, 26, 75, 54, 50, 78, 88, 43, 68, 15, 41, 65, 24, 33, 56, 17, 62, 14, 21, 61, 81, 63, 46, 82, 84, 48, 60, 12, 3, 58, 69, 7, 39, 31, 42, 47, 10, 92, 95, 49, 4, 80, 73, 19, 99, 35, 94, 37, 57, 97, 22, 51, 8, 74, 9, 27, 44, 66, 23, 45, 77, 40, 72, 36, 89, 90, 87, 85, 83, 53, 2, 93, 30, 71, 70, 25, 64, 79, 29, 16, 20, 86, 28, 11, 5, 38, 6, 52, 67, 32, 76, 100, 18, 98, 1, 13, 55, 34, 91]
80;0,8;OX;roulette;6599;1018;[15, 75, 46, 4, 10, 78, 54, 64, 65, 33, 43, 45, 13, 7, 71, 38, 81, 97, 37, 51, 82, 90, 17, 19, 42, 95, 68, 27, 2, 93, 53, 89, 94, 63, 58, 39, 47, 92, 80, 57, 16, 79, 21, 11, 59, 28, 34, 3, 69, 86, 74, 48, 62, 67, 25, 66, 73, 61, 5, 41, 50, 40, 14, 20, 56, 23, 26, 91, 88, 87, 36, 12, 77, 83, 99, 100, 6, 8, 85, 49, 76, 60, 35, 44, 29, 70, 96, 24, 84, 18, 1, 55, 22, 32, 9, 30, 31, 72, 52, 98]
100;0,8;OX;roulette;6724;601;[24, 2, 37, 74, 63, 43, 39, 86, 58, 4, 54, 47, 60, 48, 95, 13, 89, 96, 51, 68, 20, 33, 81, 93, 45, 88, 41, 76, 49, 56, 61, 35, 12, 62, 7, 71, 28, 16, 36, 70, 31, 77, 73, 90, 97, 79, 46, 29, 32, 27, 67, 8, 17, 10, 19, 22, 23, 9, 14, 15, 44, 25, 53, 57, 94, 80, 82, 99, 26, 59, 84, 3, 66, 6, 69, 75, 87, 55, 18, 30, 64, 65, 91, 38, 83, 21, 92, 100, 34, 85, 1, 11, 98, 42, 50, 40, 5, 78, 72, 52]
20;0,8;OX;tournament;6651;1162;[65, 80, 81, 2, 90, 50, 24, 79, 23, 34, 17, 60, 68, 51, 16, 41, 59, 61, 29, 95, 47, 86, 97, 15, 33, 27, 62, 12, 78, 94, 66, 43, 77, 69, 83, 37, 88, 1, 6, 26, 42, 74, 58, 99, 40, 32, 10, 87, 18, 84, 57, 89, 20, 76, 82, 39, 13, 36, 55, 67, 19, 25, 52, 63, 49, 46, 38, 85, 4, 71, 91, 30, 9, 21, 54, 70, 56, 73, 8, 11, 14, 7, 96, 44, 53, 93, 100, 75, 28, 22, 35, 92, 45, 3, 72, 31, 48, 64, 5, 98]
40;0,8;OX;tournament;6718;820;[47, 4, 41, 15, 94, 13, 19, 43, 16, 29, 51, 42, 10, 12, 78, 85, 18, 86, 50, 60, 73, 61, 79, 80, 7, 14, 55, 38, 46, 54, 84, 20, 74, 95, 100, 39, 82, 3, 57, 45, 5, 91, 81, 36, 24, 99, 90, 75, 8, 21, 11, 59, 87, 37, 96, 97, 28, 68, 62, 65, 25, 77, 88, 27, 44, 58, 83, 33, 2, 93, 17, 66, 49, 40, 53, 34, 92, 63, 23, 70, 32, 56, 71, 69, 76, 89, 72, 64, 52, 31, 9, 1, 26, 30, 6, 67, 35, 22, 48, 98]
80;0,8;OX;tournament;6563;2103;[37, 4, 41, 81, 95, 63, 1, 10, 96, 43, 13, 54, 94, 17, 42, 79, 88, 5, 89, 16, 74, 11, 80, 92, 39, 47, 56, 65, 30, 9, 35, 60, 46, 24, 90, 59, 73, 51, 76, 55, 71, 78, 100, 85, 77, 57, 67, 28, 40, 12, 69, 50, 7, 38, 15, 93, 86, 21, 19, 99, 68, 82, 27, 62, 2, 48, 53, 32, 6, 26, 66, 14, 75, 36, 61, 97, 52, 87, 25, 29, 64, 22, 23, 44, 58, 83, 70, 98, 34, 3, 84, 8, 49, 33, 45, 18, 20, 72, 31, 91]
100;0,8;OX;tournament;6626;995;[95, 24, 41, 47, 60, 33, 17, 96, 46, 89, 16, 70, 21, 63, 57, 97, 65, 25, 42, 1, 3, 23, 87, 11, 82, 34, 71, 50, 64, 79, 2, 53, 54, 77, 15, 27, 76, 75, 88, 22, 85, 59, 49, 68, 7, 52, 12, 30, 6, 29, 4, 43, 39, 61, 56, 14, 92, 26, 62, 80, 86, 44, 74, 67, 9, 55, 99, 20, 19, 36, 51, 90, 84, 40, 83, 69, 66, 94, 38, 32, 10, 78, 8, 37, 58, 73, 45, 48, 81, 18, 93, 31, 28, 5, 100, 13, 35, 91, 72, 98]
20;0,8;PMX;roulette;6653;1915;[50, 42, 15, 74, 86, 80, 88, 31, 16, 2, 59, 40, 39, 57, 65, 90, 38, 56, 81, 19, 97, 51, 68, 4, 62, 47, 71, 87, 94, 30, 75, 70, 12, 43, 35, 44, 13, 99, 79, 48, 69, 95, 89, 82, 34, 23, 41, 25, 1, 78, 10, 21, 77, 53, 63, 60, 6, 27, 61, 83, 58, 46, 49, 18, 37, 22, 24, 73, 20, 33, 8, 54, 32, 93, 7, 17, 67, 92, 26, 66, 14, 28, 91, 96, 3, 85, 45, 11, 9, 84, 52, 76, 98, 72, 29, 5, 36, 64, 55, 100]
40;0,8;PMX;roulette;6661;623;[37, 79, 42, 82, 16, 77, 47, 54, 43, 90, 45, 50, 95, 41, 8, 55, 59, 92, 87, 51, 64, 46, 29, 24, 22, 74, 84, 73, 56, 81, 94, 78, 39, 31, 76, 19, 99, 65, 89, 14, 32, 5, 7, 80, 62, 53, 2, 35, 83, 20, 61, 36, 3, 97, 15, 75, 70, 63, 21, 44, 68, 11, 71, 40, 23, 58, 6, 17, 30, 12, 69, 4, 38, 88, 86, 100, 10, 18, 60, 33, 9, 27, 49, 25, 93, 57, 67, 66, 85, 52, 1, 28, 96, 48, 34, 13, 26, 91, 72, 98]
80;0,8;PMX;roulette;6649;521;[15, 78, 86, 29, 59, 43, 74, 1, 41, 80, 65, 94, 33, 55, 47, 60, 95, 7, 30, 68, 75, 100, 81, 17, 63, 38, 13, 40, 23, 34, 21, 16, 77, 57, 27, 88, 54, 20, 87, 12, 28, 5, 24, 44, 52, 89, 79, 97, 96, 51, 46, 90, 3, 39, 9, 6, 67, 85, 10, 70, 37, 56, 14, 69, 18, 4, 31, 42, 73, 71, 22, 36, 58, 84, 76, 48, 49, 19, 99, 25, 32, 26, 11, 91, 82, 62, 61, 83, 72, 50, 53, 2, 8, 45, 92, 64, 35, 66, 93, 98]
100;0,8;PMX;roulette;6620;493;[15, 7, 60, 42, 19, 50, 8, 16, 100, 97, 90, 87, 89, 17, 14, 21, 30, 20, 40, 62, 51, 77, 55, 80, 43, 54, 65, 26, 24, 69, 94, 33, 73, 2, 63, 13, 82, 12, 83, 39, 61, 23, 47, 35, 46, 10, 29, 79, 74, 98, 6, 34, 99, 58, 93, 57, 78, 4, 95, 3, 37, 86, 11, 68, 28, 25, 84, 75, 22, 41, 45, 76, 59, 38, 1, 92, 67, 49, 32, 48, 85, 70, 31, 36, 9, 53, 71, 27, 56, 52, 5, 64, 96, 81, 88, 66, 44, 18, 72, 91]
20;0,8;PMX;tournament;6672;985;[63, 46, 50, 43, 15, 86, 68, 96, 73, 54, 26, 47, 7, 22, 51, 41, 4, 12, 44, 81, 19, 62, 38, 85, 61, 74, 14, 24, 80, 92, 32, 93, 94, 79, 65, 30, 55, 17, 29, 59, 9, 33, 11, 28, 27, 69, 87, 88, 89, 67, 6, 20, 90, 97, 21, 3, 76, 100, 13, 2, 82, 48, 95, 16, 70, 83, 57, 77, 49, 25, 8, 56, 1, 39, 84, 60, 35, 53, 37, 52, 10, 58, 31, 36, 78, 18, 45, 75, 42, 40, 23, 64, 99, 66, 91, 5, 71, 34, 72, 98]
40;0,8;PMX;tournament;6561;1269;[15, 43, 65, 10, 63, 42, 41, 59, 62, 1, 60, 33, 89, 81, 73, 45, 47, 7, 38, 90, 19, 61, 99, 39, 44, 67, 56, 97, 100, 96, 53, 2, 4, 74, 40, 80, 86, 94, 77, 16, 23, 12, 46, 54, 78, 50, 92, 79, 29, 64, 70, 36, 14, 85, 37, 84, 3, 17, 76, 21, 11, 58, 9, 25, 34, 6, 35, 95, 20, 13, 71, 32, 93, 57, 51, 26, 68, 82, 24, 27, 66, 75, 22, 88, 48, 69, 83, 30, 49, 31, 28, 18, 55, 5, 91, 52, 87, 8, 72, 98]
80;0,8;PMX;tournament;6661;1069;[42, 50, 95, 62, 89, 96, 97, 60, 79, 12, 46, 15, 33, 84, 17, 20, 98, 34, 16, 56, 81, 66, 75, 49, 77, 41, 65, 30, 13, 38, 76, 55, 74, 88, 40, 51, 1, 73, 11, 64, 90, 94, 83, 8, 85, 26, 7, 54, 63, 19, 5, 69, 10, 59, 92, 47, 28, 14, 61, 39, 36, 68, 25, 71, 82, 72, 29, 45, 80, 24, 53, 37, 3, 21, 87, 4, 70, 67, 78, 35, 99, 23, 2, 48, 93, 86, 58, 44, 43, 100, 6, 31, 22, 32, 27, 9, 57, 52, 18, 91]
100;0,8;PMX;tournament;6557;2649;[15, 4, 61, 60, 33, 13, 43, 89, 90, 88, 97, 96, 41, 81, 63, 39, 17, 77, 14, 23, 37, 48, 86, 58, 34, 45, 68, 84, 93, 65, 56, 6, 94, 26, 11, 70, 50, 79, 2, 57, 92, 83, 3, 22, 10, 24, 29, 49, 73, 30, 69, 95, 27, 21, 74, 80, 47, 82, 78, 42, 20, 76, 55, 64, 99, 9, 53, 7, 8, 46, 54, 87, 18, 59, 19, 44, 16, 51, 1, 85, 98, 12, 38, 32, 36, 62, 28, 40, 67, 5, 35, 25, 71, 100, 66, 75, 72, 52, 31, 91]
